번호,총량지점명,일자,수온(℃),수소이온농도(pH),전기전도도(㎛hos/㎝),용존산소(㎎/L),BOD(㎎/L),COD(㎎/L),부유물질(㎎/L),총질소(T-N)(㎎/L),총인(T-P)(㎎/L),총유기탄소(TOC)(㎎/L),유량(㎥/s)
6092,미호C,2012.10.08,16.5,7.4,403,10,1.7,5.8,7.5,4.112,0.05,3.2,29.902
6093,미호C,2012.10.16,13.7,7.5,461,9.6,1.4,5.9,4.3,4.771,0.047,3.7,22.887
6094,미호C,2012.10.22,17,8.3,484,9.2,1.2,6.7,5,4.647,0.05,3.7,34.433
6095,미호C,2012.10.31,9.9,7.8,424,8.5,1.3,6,6,4.192,0.083,3.7,27.294
6096,미호C,2012.11.06,9.4,7.8,473,8.5,2.1,6.4,7.3,4.869,0.082,3.3,24.229
6097,미호C,2012.11.14,9.4,7.5,352,9.7,3,5.7,20,3.922,0.133,4.7,55.255
6098,미호C,2012.11.19,8.4,6.8,428,11.3,3.1,7.8,18.5,4.614,0.107,4.6,41.057
6099,미호C,2012.11.26,8,7.4,485,12.2,2.2,6.2,8,4.836,0.08,3.4,27.338
6100,미호C,2012.12.05,4.7,7.5,512,12.1,2.2,5.7,4,5.15,0.048,3.6,26.903
6101,미호C,2012.12.10,1.3,7.4,582,13.4,2.4,6.8,4.6,5.712,0.064,3.8,23.051
6102,미호C,2012.12.20,2.3,7.4,476,14.8,2.4,7.1,5.2,6.366,0.093,4,
6103,미호C,2012.12.26,1.6,7.5,535,13.6,1.8,6.6,5.4,6.589,0.082,4.1,
6104,미호C,2013.01.08,1.9,7.6,619,13.7,3.3,6,4.3,7.51,0.079,3.9,
6105,미호C,2013.01.15,1.9,7.1,626,13.8,3,6.8,4.7,7.186,0.078,4,15.98
6106,미호C,2013.01.21,2,7.3,252,15.3,3.5,7.8,7,7.432,0.084,7.6,28.545
6107,미호C,2013.01.30,3.5,7.5,460,13.4,2.3,6.9,9.2,6.022,0.063,6.5,26.513
6108,미호C,2013.02.05,3.1,7.5,425,13.4,3.6,6.7,11.7,5.082,0.122,6.5,45.138
6109,미호C,2013.02.13,2.5,7.6,402,14.8,3.8,7.2,6.6,6.17,0.115,6.2,
6110,미호C,2013.02.19,5,7.4,472,12.4,4,8.3,8.5,6.36,0.134,7.2,24.333
6111,미호C,2013.02.25,5.5,7.6,504,12.7,3.6,7.6,8.2,7.34,0.13,7.5,19.862
6112,미호C,2013.03.04,6.6,7.5,521,12,4.1,9.4,7.5,7.356,0.126,9.3,21.418
6113,미호C,2013.03.13,10,7.6,516,10.1,5.5,9,14.3,7.033,0.163,8.9,31.778
6114,미호C,2013.03.19,12,7.6,385,10.9,5.6,8.1,16.9,5.195,0.133,7.7,42.781
6115,미호C,2013.03.25,10.2,7.6,497,11.8,3.7,7.6,3.9,6.406,0.119,7.5,23.714
6116,미호C,2013.04.03,11.9,7.6,540,10.7,2.8,8.2,6.6,6.251,0.101,7.9,18.586
6117,미호C,2013.04.09,12,7.8,459,10.9,5.9,10.5,20,5.714,0.145,8,22.941
6118,미호C,2013.04.15,11.8,7.6,553,11.4,5.1,8.9,10.8,5.897,0.137,8.7,21.354
6119,미호C,2013.04.23,14.9,7.5,519,10.3,7,10.3,15.3,5.001,0.158,9.6,22.213
6120,미호C,2013.04.30,15.3,7.7,380,11.2,7.2,10.1,15.6,3.686,0.146,8.4,30.736
6121,미호C,2013.05.06,18.1,7.8,479,10,7.5,11.3,23.2,4.114,0.112,8.8,18.388
6122,미호C,2013.05.14,22.2,7.7,487,9,9.1,13.2,23.6,4.804,0.15,8.9,18.238
6123,미호C,2013.05.20,18.4,7.4,328,8.3,9.3,12,25.4,4.036,0.2,9.2,60.343
6124,미호C,2013.05.29,19.3,7.4,268,8.7,7.6,12.1,54,3.348,0.117,9.3,79.158
6125,미호C,2013.06.03,23.5,7.7,416,8.4,6.4,9.4,21.6,3.28,0.065,8,29.685
6126,미호C,2013.06.11,25.7,7.8,433,7.3,5.9,11.5,27.2,2.568,0.082,8.7,24.478
6127,미호C,2013.06.17,26.7,8.1,435,10.1,5.9,13.3,31,2.882,0.104,8.8,29.323
6128,미호C,2013.06.26,25.1,7.4,277,6.7,6.8,14.9,257.5,2.8,0.1,7.3,147.131
6129,미호C,2013.07.01,28,8.1,362,10.1,4.8,8.7,15.7,2.676,0.087,7.4,40.204
6130,미호C,2013.07.10,25.8,7.4,312,6.8,2.6,6.9,14.1,3.729,0.111,5.7,50.604
6131,미호C,2013.07.16,25.6,7.6,241,6.5,2.5,6.8,34.5,2.998,0.179,5.6,72.635
6132,미호C,2013.07.22,27,7.8,322,7.7,2.8,5.9,17.2,3.524,0.109,5.3,51.823
6133,미호C,2013.07.31,27.2,7.7,264,8,7.8,19.5,628,2.457,0.291,6.3,
6134,미호C,2013.08.07,24.9,7.4,141,6.5,5.5,12.9,314,2.315,0.394,6,277.061
6135,미호C,2013.08.13,27.3,7.6,266,8,3.1,7.1,14.4,3.062,0.128,5.4,
6136,미호C,2013.08.20,28.4,8.1,355,11,4.1,9.1,17,1.989,0.091,6.7,32.765
6137,미호C,2013.08.26,26.7,7.4,328,7.1,3,6.9,13.7,2.82,0.126,5.5,41.562
6138,미호C,2013.09.04,22.4,7.6,340,8.6,2.6,6.1,12.7,2.799,0.077,4.1,45.388
6139,미호C,2013.09.10,23.8,7.9,408,9.3,3.1,6.5,14.3,2.812,0.1,4.8,27.916
6140,미호C,2013.09.16,22,7.4,216,7.4,3,6.8,35.8,2.937,0.138,3.6,
6141,미호C,2013.09.23,23.3,7.7,332,9.2,2.3,5.3,6.1,3.022,0.141,3.6,38.93
6142,미호C,2013.10.01,22.6,7.4,341,8.7,2.5,6.7,13,3.279,0.143,4,
6143,미호C,2013.10.08,22.1,7.8,471,7.8,2.1,6.2,5.6,3.037,0.093,4,29.865
6144,미호C,2013.10.16,15.6,7.8,519,9.6,1.9,6.2,7,4.336,0.175,4.4,25.131
6145,미호C,2013.10.22,18.2,7.8,499,9.1,2,6.5,6.7,4.03,0.08,3.7,19.851
6146,미호C,2013.10.28,14.5,7.8,541,10,1.8,5.9,6.2,3.882,0.071,4.7,18.77
6147,미호C,2013.11.06,13.5,8.8,584,8.9,2.1,6.4,5.4,4.725,0.097,5.1,17.43
6148,미호C,2013.11.12,9.1,7.8,548,11.9,2,6.4,4.5,4.586,0.082,4.9,18.326
6149,미호C,2013.11.18,9.2,7.4,644,10.7,2,5.5,9.3,5.329,0.085,5.5,16.947
6150,미호C,2013.11.27,6.4,7.8,521,15.8,3.2,7.4,8.4,4.835,0.185,5.9,27.032
6151,미호C1,2011.07.05,21.4,7.4,195,9.3,1.5,5,23.9,3.324,0.208,2.82,11.173
6152,미호C1,2011.07.19,26.4,7.5,224,8,1.8,4.1,12.3,3.107,0.138,3.71,7.567
6153,미호C1,2011.07.26,25.1,7.8,289,9.3,3.3,4.5,7.8,3.336,0.159,3.18,5.124
6154,미호C1,2011.08.02,23.7,7.5,164,8.6,1.6,4.4,29.2,2.987,0.184,2.7,15.044
6155,미호C1,2011.08.17,21.9,7.6,183,8.7,3,6.7,70.3,3.479,0.265,3.1,21.045
6156,미호C1,2011.08.23,22.9,7.7,211,8.9,1.9,4.4,29.6,2.997,0.18,3.1,6.09
6157,미호C1,2011.08.30,26.1,7.7,276,9.8,1.9,4.2,6.5,2.783,0.199,3.4,2.448
6158,미호C1,2011.09.20,21.7,7.4,270,9.6,1.3,3.6,9.2,3.058,0.188,2.6,3.369
6159,미호C1,2011.09.27,20.2,7.8,301,14.8,1.3,4.2,5.9,3.482,0.293,3.3,2.001
6160,미호C1,2011.10.05,18.7,7.9,303,12.1,1.8,4.1,4,3.186,0.129,3.5,2.024
6161,미호C1,2011.10.11,18.3,7.9,334,8,3.3,4.3,5.2,4.206,0.181,1.7,1.278
6162,미호C1,2011.10.19,17.1,7.9,350,13.8,2.9,4.7,8.1,4.099,0.102,3.2,1.243
6163,미호C1,2011.10.25,14.9,7.8,355,13.8,2.7,4.8,5,4.676,0.154,5,1.626
6164,미호C1,2011.11.01,16.6,7.7,332,13.6,2.3,5.2,3.9,3.5,0.072,3.8,1.519
6165,미호C1,2011.11.08,17.2,6.9,351,11.4,3.8,5,7.5,3.836,0.115,4.3,0.85
6166,미호C1,2011.11.15,13.3,5.5,392,12.6,2.3,4.7,35.5,4.455,0.128,3.4,1.191
6167,미호C1,2011.11.22,7.7,7.5,385,14,2.6,4,4.7,4.806,0.095,3.4,0.926
6168,미호C1,2011.11.29,12.9,7.8,382,12.9,1.2,3.5,4.5,4.205,0.071,3.4,1.43
6169,미호C1,2011.12.06,8.3,7.6,323,13.7,1.5,3.8,4.7,4.289,0.087,3.4,1.284
6170,미호C1,2011.12.13,7.6,7.5,344,11.6,1.5,4,1.8,4.898,0.073,3,1.422
6171,미호C1,2012.01.10,4.4,7.4,379,14.5,3.6,5,20.8,4.882,0.151,5.2,0.686
6172,미호C1,2012.01.31,4.4,7.5,390,14,3.4,5.3,6.7,9.761,0.096,2.3,0.896
6173,미호C1,2012.02.07,-2,8,273,16.8,2.9,5.6,6.8,6.647,0.097,2.9,0.858
6174,미호C1,2012.02.14,8.1,7.6,399,14.4,2.3,5.1,4.4,5.152,0.071,3.3,0.708
6175,미호C1,2012.02.21,6.8,7.5,430,16.1,3.1,5.1,7.5,7.473,0.095,3.7,0.693
6176,미호C1,2012.02.28,6.5,7.7,447,15.1,2,6.2,3.6,6.87,0.056,3.8,0.633
6177,미호C1,2012.03.06,7,7.6,323,12.6,3.3,7.8,20.8,4.033,0.14,4.2,1.929
6178,미호C1,2012.03.13,10,7.8,417,12.7,2.8,5.9,7.3,6.65,0.07,3.5,0.824
6179,미호C1,2012.03.20,10.9,8,393,15,3.1,6.6,7.7,6.708,0.094,4.2,0.94
6180,미호C1,2012.04.03,9.8,7.7,218,14.2,9.1,21.6,341,5.653,0.471,7.3,16.227
6181,미호C1,2012.04.10,14.8,7.7,279,11.8,2.2,5.5,8.2,4.023,0.07,3.1,1.571
6182,미호C1,2012.04.17,18.7,8.6,339,19,3.3,6.4,7.9,3.97,0.078,3.9,0.895
6183,미호C1,2012.04.24,19.7,8.1,259,12.4,3.7,7.2,18.7,4.677,0.131,3.9,1.93
6184,미호C1,2012.05.08,24.1,8.1,423,11.1,5.4,6.5,8.7,5.213,0.094,4.6,0.639
6185,미호C1,2012.05.14,18.4,7.6,399,8.1,2.7,6.9,55.2,5.781,0.072,5.8,1.136
6186,미호C1,2012.05.23,27.1,8.1,528,13.8,6.1,9.8,8,12.995,0.111,7.4,0.279
6187,미호C1,2012.05.30,22.1,8,519,12.6,6.8,7.7,6.3,12.055,0.087,6.8,0.28
6188,미호C1,2012.06.11,26.7,7.9,539,11.6,7.5,11.3,9.3,12.128,0.188,7.9,0.411
6189,미호C1,2012.06.20,29.8,8.1,581,15,5.5,11,11.2,15.283,0.104,7.5,0.235
6190,미호C1,2012.06.26,28.8,8.1,577,12,6,10.3,9.4,14.473,0.096,7,0.209
6191,미호C1,2012.07.03,27.3,8.4,376,12.5,7.6,11.2,27.6,3.859,0.102,4.5,0.704
6192,미호C1,2012.07.09,29.3,8,304,9.6,2.2,6.4,16.3,2.524,0.069,4.3,2.413
6193,미호C1,2012.07.18,24.4,7.5,256,7.6,1.3,4.9,14.4,3.661,0.097,3.3,6.777
6194,미호C1,2012.07.24,27.8,7.8,268,7.6,2.1,5.1,5.7,2.851,0.07,3.4,3.477
6195,미호C1,2012.08.06,31.3,8.6,396,17.8,3.7,9,10.6,3.505,0.06,5,0.509
6196,미호C1,2012.08.22,19.8,7.7,127,11.6,6.3,16.8,176.7,2.564,0.459,5.8,70.464
6197,미호C1,2012.08.27,23.2,7.4,231,11.7,1.1,4.6,6.1,2.802,0.093,4.3,6.496
6198,미호C1,2012.09.03,22.9,7.3,236,9,1.1,4.7,6.5,3.103,0.102,4.3,7.044
6199,미호C1,2012.09.11,17.7,7.3,193,8.8,1,3.9,4,3.38,0.059,2.6,6.097
6200,미호C1,2012.09.20,17.7,7.3,193,8.8,0.6,4.7,5.8,2.799,0.08,2.6,10.121
6201,미호C1,2012.09.25,20.5,7.4,264,10.8,1.3,4.4,2.3,3.607,0.111,2.9,3.814
6202,미호C1,2012.10.08,19.1,7.9,326,11.1,2.5,5.7,2.6,3.866,0.034,2.4,2.174
6203,미호C1,2012.10.16,16.2,8,337,11.6,1.8,5.1,2.2,4.572,0.04,2.8,1.529
6204,미호C1,2012.10.22,16.8,8,272,8.2,37.2,44.8,136,4.987,0.443,14.9,4.252
6205,미호C1,2012.10.31,11.9,8,320,8.3,1.1,3.3,2,3.86,0.033,2.6,1.821
6206,미호C1,2012.11.06,9.8,7.9,325,9,3.5,4.7,3.3,3.576,0.04,3.2,2.307
6207,미호C1,2012.11.14,10.3,8,291,10.7,2.6,7.2,5.6,2.909,0.053,6.4,4.007
6208,미호C1,2012.11.19,9.5,7.7,333,12.8,1.5,4.8,2.3,2.969,0.041,3,2.523
6209,미호C1,2012.11.26,9.3,7.7,388,14,1.4,4.8,2.4,4.208,0.06,3,2.253
6210,미호C1,2012.12.05,6.5,7.7,392,14.6,2.6,4.3,3.7,4.663,0.028,3.8,1.595
6211,미호C1,2012.12.10,4.5,7.5,425,15,1.7,5.2,3,4.903,0.04,2.5,1.455
6212,미호C1,2013.01.15,2.9,7.5,404,15,2.8,4.2,4.9,5.949,0.086,2.5,0.852
6213,미호C1,2013.01.21,3.1,7.5,465,13,10.1,13.1,58,5.566,0.314,8.5,3.041
6214,미호C1,2013.01.30,4.3,7.5,352,15.7,1.4,5.3,5.6,5.317,0.04,4.8,1.392
6215,미호C1,2013.02.05,3.1,7.4,392,13.9,1.6,4.5,2.6,4.657,0.078,4.2,1.714
6216,미호C1,2013.02.19,6.1,7.5,349,12,2.7,5.6,3.8,5.946,0.117,5.5,1.064
6217,미호C1,2013.02.25,7.4,7.8,359,14.6,1.3,5.5,3.6,6.188,0.071,5.4,1.492
6218,미호C1,2013.03.04,8,7.9,367,15.6,2.1,6,14.3,6.417,0.064,5.9,1.331
6219,미호C1,2013.03.13,9.6,7.6,363,11.1,7.1,8.2,50.3,5.843,0.175,7,2.134
6220,미호C1,2013.03.19,11.8,7.5,323,11.8,2.3,6.4,6.2,4.83,0.084,6.3,2.121
6221,미호C1,2013.03.25,11,7.6,363,13.2,1.9,5.4,4.8,5.347,0.084,5.3,1.249
6222,미호C1,2013.04.03,13.8,7.8,387,13,3.1,6.8,6.1,6.759,0.155,6.6,1.124
6223,미호C1,2013.04.09,12.5,7.8,363,11.8,2.5,7.2,5.3,6.185,0.122,6.6,1.147
6224,미호C1,2013.04.15,10.8,7.9,376,13.8,1.1,6.9,4.6,5.108,0.076,6.2,1.219
6225,미호C1,2013.04.23,13.4,8,369,12.6,5,8.5,9.3,6.226,0.136,7.5,1.907
6226,미호C1,2013.04.30,19,8.5,350,15.5,3.4,7,10.3,5.368,0.107,6,2.182
6227,미호C1,2013.05.06,19.3,8,396,13.5,4.2,6.8,8.5,5.254,0.075,6.6,0.912
6228,미호C1,2013.05.14,22.4,7.8,405,11.9,4.9,8.5,13.1,6.806,0.104,7.6,0.766
6229,미호C1,2013.05.20,19,7.7,372,10.7,5.4,10.2,18.9,5.09,0.142,8.4,1.726
6230,미호C1,2013.05.29,18.4,7.6,230,9.3,3.9,7.4,16.8,3.931,0.053,6.5,7.589
6231,미호C1,2013.06.03,24.4,7.8,349,11,3.4,6.4,6.1,4.986,0.051,6.2,1.432
6232,미호C1,2013.06.11,25.8,8.1,419,12.9,4.8,8.4,10.4,6.184,0.05,7.9,0.71
6233,미호C1,2013.06.17,26.3,8,414,12,6.4,8.6,8.7,5.878,0.068,7.6,0.824
6234,미호C1,2013.06.26,25.9,7.7,250,8.6,3.4,8,26.4,3.172,0.087,6.4,7.491
6235,미호C1,2013.07.01,29,8.3,332,13.5,3.7,6,6.8,3.264,0.048,5.7,2.218
6236,미호C1,2013.07.10,27.1,7.5,246,8.3,1.8,4.6,10.9,3.213,0.074,4.5,4.387
6237,미호C1,2013.07.16,27.6,7.7,259,8.8,3.5,6.5,11.9,1.615,0.05,4.9,2.901
6238,미호C1,2013.07.22,28.6,8,228,8.5,4.6,6.8,31.7,2.738,0.163,4.9,3.921
6239,미호C1,2013.08.07,27.4,7.5,189,6.6,2.9,7.2,41.5,3.917,0.13,4.5,11.955
6240,미호C1,2013.08.20,29.7,8.4,341,13.5,1.8,4.6,3.1,2.605,0.048,4.2,1.667
6241,미호C1,2013.08.26,28.2,7.9,294,11.6,1.4,4.3,3.9,2.515,0.069,3.4,2.382
6242,미호C1,2013.09.04,25.2,8.3,346,13,1.7,4.7,2.9,3.664,0.062,3,2.276
6243,미호C1,2013.09.10,24.3,8.1,358,13.7,1.8,4.2,3.4,3.848,0.06,2.9,2.097
6244,미호C1,2013.09.23,25.3,7.8,340,11.7,1.4,3.6,2.9,3.007,0.146,2.3,2.435
6245,미호C1,2013.10.08,19.9,8.1,219,8.2,3.1,5.9,9.4,3.547,0.197,4.4,2.512
6246,미호C1,2013.10.16,18.4,8.1,397,12.7,0.6,4.4,1.8,3.404,0.063,2.2,1.593
6247,미호C1,2013.10.22,19.2,7.9,413,12.7,1,4.2,0.7,3.798,0.074,2.2,1.829
6248,미호C1,2013.10.28,16,8,408,13.8,1.4,3.7,2.1,4.321,0.237,2.5,1.307
6249,미호C1,2013.11.06,15.1,7.8,458,11.3,1.8,4.9,3.9,5.966,0.299,3.2,1.243
